Nom de la gare;Code UIC;Code postal;Direction Régionale Gares;Segmentation DRG;Segmentation Marketing;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;CO2_evite_t_2015;Vies_sauvees_stat_2015;CO2_evite_t_2016;Vies_sauvees_stat_2016;CO2_evite_t_2017;Vies_sauvees_stat_2017;CO2_evite_t_2018;Vies_sauvees_stat_2018;CO2_evite_t_2019;Vies_sauvees_stat_2019;CO2_evite_t_2020;Vies_sauvees_stat_2020;CO2_evite_t_2021;Vies_sauvees_stat_2021;CO2_evite_t_2022;Vies_sauvees_stat_2022;CO2_evite_t_2023;Vies_sauvees_stat_2023;CO2_evite_t_2024;Vies_sauvees_stat_2024
Saint-Jean-de-Losne;87713651;21170;DRG AURA BFC;C;Proximité;pas de donnees;59595;59595;60599;60599;65862;65862;43560;43560;44316;44316;53468;53468;49342;49342;50434;50434;45894;45894;47875;47875;402.868125;0.0066785625000000005;386.19801;0.006402213;424.40211;0.007035543;415.21293;0.006883209;449.93321999999995;0.007458786;372.91914;0.006182082;366.55740000000003;0.0060766200000000005;554.2287299999999;0.009187749;509.940585;0.0084535605;501.491925;0.0083135025
Saint-Marcel;87751701;13011;DRG OCCITANIE SUD;C;Halte;pas de donnees;32632;32632;30282;30282;33614;33614;30502;30502;16471;16471;21771;21771;20576;20576;24478;24478;19709;19709;15702;15702;132.13233;0.0021904290000000002;165.85123499999997;0.0027494055;205.98237;0.003414681;173.14704;0.002870352;183.202965;0.0030370545;138.603465;0.0022977045;256.67433;0.0042550290000000004;282.86181;0.004689153;254.82303;0.004224339;274.59828000000005;0.004552164
Saint-Nazaire;87481705;44600;DRG B-CVL-PDL;B;Ville;0.2;1371500;1714375;1254867;1568584;1128848;1411060;862167;1077709;627823;784778;958231;1197788;851047;1063809;926785;1158481;882557;1103196;903619;1129524;7603.953885;0.1260548505;7426.717155;0.12311670150000001;7798.895775;0.1292865075;7161.5605049999995;0.1187210565;8063.513865;0.1336732245;5283.130545;0.0875813085;7255.135305;0.1202722965;9499.25592;0.157474296;10559.705805;0.1750539465;11541.1725;0.19132425
Saint-Pé-de-Bigorre;87671362;65270;DRG OCCITANIE SUD;C;Halte;pas de donnees;308;308;134;134;93;93;104;104;97;97;303;303;345;345;1608;1608;1484;1484;2371;2371;19.951965;0.0003307545;12.487860000000001;0.000207018;13.53132;0.000224316;2.903175;4.81275e-05;2.5497449999999997;4.2268500000000004e-05;0.816255;1.35315e-05;0.8751599999999999;1.4508e-05;0.782595;1.29735e-05;1.12761;1.8693e-05;2.5918200000000002;4.2966e-05
Saint-Pierre-d'Albigny;87741223;73250;DRG AURA BFC;C;Halte;pas de donnees;172253;172253;158352;158352;141639;141639;106996;106996;80062;80062;122670;122670;107951;107951;123836;123836;115889;115889;120717;120717;1015.833555;0.0168400215;975.2059350000001;0.0161665155;1042.0799399999999;0.017275122;908.4076650000001;0.0150591645;1032.2680500000001;0.017112465;673.72173;0.011168649000000001;900.3713399999999;0.014925942000000001;1191.8921850000002;0.0197586405;1332.5320800000002;0.022090104;1449.5089950000001;0.0240292935
Saint-Pierre-sur-Dives;87444216;14170;DRG HDF-NORMANDIE;C;Halte;pas de donnees;75554;75554;74754;74754;64822;64822;46540;46540;34560;34560;42027;42027;37490;37490;36578;36578;32687;32687;35797;35797;301.231755;0.0049936815;275.061105;0.0045598365;307.80387;0.005102631;315.47835;0.005229855;353.65720500000003;0.0058627665;290.8224;0.00482112;391.6341;0.00649233;545.47713;0.009042669;629.0549100000001;0.010428183;635.78691;0.010539783
Salomé;87342451;59496;DRG HDF-NORMANDIE;C;Halte;pas de donnees;16011;16011;10781;10781;10248;10248;8858;8858;9200;9200;12839;12839;13829;13829;16221;16221;15485;15485;13952;13952;117.40608;0.001946304;130.306275;0.0021601575;136.499715;0.0022628295000000002;116.371035;0.0019291455000000001;108.040185;0.0017910405;77.418;0.0012834;74.54007;0.001235691;86.23692;0.001429596;90.722115;0.0015039495;134.732565;0.0022335345
Sens;87683003;89100;DRG AURA BFC;A;Ville;0.2;1311843;1639803;1300816;1626021;1255039;1568798;961474;1201842;778705;973381;1149961;1437451;1098717;1373396;1187027;1483784;1159979;1449974;1204338;1505422;10134.50427;0.168005151;9761.223285;0.1618170705;9988.832205;0.1655902665;9245.703555;0.1532710215;9676.921815;0.1604195595;6552.802575000001;0.1086293475;8090.80371;0.134125623;10561.153185000001;0.1750779405;10946.36664;0.181463832;11039.158845;0.18300209850000002
Servon-sur-Vilaine;87471532;35530;DRG B-CVL-PDL;C;Halte;pas de donnees;214051;214051;193883;193883;164831;164831;105276;105276;90761;90761;123451;123451;104001;104001;95310;95310;97967;97967;107563;107563;905.142645;0.0150050385;824.3923050000001;0.0136663965;802.0336500000001;0.013295745;875.168415;0.0145081395;1038.840165;0.0172214145;763.7538149999999;0.0126611595;885.89754;0.014686002;1387.0528649999999;0.0229939245;1631.525445;0.0270466785;1801.239165;0.0298601145
Sévérac-d'Aveyron;87783365;12150;DRG OCCITANIE SUD;C;Proximité;pas de donnees;9444;9444;10098;10098;11788;11788;14149;14149;12150;12150;16054;16054;21689;21689;26077;26077;22313;22313;20906;20906;175.92399;0.002916387;187.763895;0.0031126635;219.437955;0.0036377415;182.512935;0.0030256155;135.09441;0.002239533;102.24225;0.0016949250000000001;119.06383500000001;0.0019737855;99.19602;0.001644426;84.97467;0.001408671;79.47126;0.001317438
Tarascon-sur-Ariège;87611590;9400;DRG OCCITANIE SUD;C;Proximité;pas de donnees;96379;96379;97437;97437;75613;75613;49388;49388;26876;26876;49041;49041;41781;41781;52028;52028;47721;47721;49294;49294;414.80901;0.006876513;401.572215;0.0066570795;437.81561999999997;0.007257906;351.587115;0.0058284495;412.680015;0.0068412195;226.16154;0.003749202;415.60002000000003;0.006889626;636.283395;0.0105480135;819.932355;0.0135924615;811.0292850000001;0.0134448705
Tenay - Hauteville;87743757;1970;DRG AURA BFC;C;Halte;pas de donnees;50530;50530;44639;44639;39904;39904;29582;29582;21893;21893;29469;29469;34144;34144;34113;34113;30560;30560;32579;32579;274.15228499999995;0.0045447705;257.1624;0.0042631200000000005;287.060895;0.0047587635;287.32176;0.004763088;247.981635;0.0041109255;184.229595;0.0030540735;248.93252999999999;0.004126689;335.79215999999997;0.005566608;375.637185;0.0062271405;425.20995;0.007048935
Tonneins;87586651;47400;DRG NLLE AQUITAINE;B;Proximité;0.1999999999999999;260616;325770;234949;293686;210124;262656;163323;204153;127587;159484;177676;222095;153595;191994;167831;209789;163938;204923;173850;217313;1462.94775;0.024252075;1379.53827;0.022869351;1412.297865;0.0234124245;1292.501925;0.0214265025;1495.14354;0.024785802;1073.644605;0.0177983865;1374.3630449999998;0.0227835585;1768.19346;0.029312298;1977.0958349999999;0.032775385500000004;2193.0836400000003;0.036355932
Troyes;87118000;10014;DRG GRAND EST;A;Ville;0.29;1447394;2038584;1335303;1880709;1123886;1582939;853731;1202438;674479;949971;1008126;1419897;967315;1362416;1023685;1441810;969326;1365247;1001917;1411151;8431.131555;0.1397674215;8156.87829;0.135220977;8614.309275;0.1428040575;8139.955725;0.1349404425;8483.38029;0.140633577;5675.740785;0.0940898205;7184.1463650000005;0.1190954745;9457.500689999999;0.156782097;11236.574745;0.1862747685;12179.82051;0.201911463
Valdieu;87181081;68210;DRG GRAND EST;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Varennes-sur-Fouzon;87576231;36210;DRG B-CVL-PDL;C;Halte;pas de donnees;6708;6708;4971;4971;5070;5070;4174;4174;4499;4499;3934;3934;4331;4331;3523;3523;2660;2660;2181;2181;18.353115000000003;0.0003042495;22.3839;0.00037107;29.646044999999997;0.0004914585;36.445364999999995;0.0006041745;33.10461;0.000548793;37.859085;0.0006276105;35.12421;0.000582273;42.66405;0.000707265;41.830965;0.0006934545;56.44782;0.000935766
Vendôme;87574558;41100;DRG B-CVL-PDL;C;Proximité;pas de donnees;133974;133974;118004;118004;105704;105704;86749;86749;79003;79003;96700;96700;64882;64882;61995;61995;61126;61126;68399;68399;575.577585;0.0095416605;514.37529;0.008527077000000001;521.687925;0.0086483025;545.98203;0.009051039;813.7305;0.01348965;664.810245;0.0110209185;729.992835;0.0121014855;889.4991600000001;0.014745708;993.0036600000001;0.016461558;1127.39121;0.018689373
Vergèze - Codognan;87775114;30310;DRG OCCITANIE SUD;B;Proximité;0.1999999999999999;464758;580948;456695;570869;401842;502302;315649;394562;204051;255064;243949;304936;218204;272755;247436;309295;221370;276713;212990;266238;1792.31085;0.029712105;1862.82855;0.030881115;2082.17394;0.034517322;1836.1866599999998;0.030439458;2052.8308349999998;0.034030885500000004;1717.089165;0.0284651145;2656.186335;0.0440330355;3381.50043;0.056056959;3843.088425;0.0637089525;3910.93857;0.064833741
Versailles Château Rive Gauche;87393157;78000;DEX GIF;B;IDF;pas de donnees;6800688;6800688;6166920;6166920;5795124;5795124;3310046;3310046;2886249;2886249;7015859;7015859;7520468;7520468;8009738;8009738;8367046;8367046;8748796;8748796;73621.11834;1.220457042;70408.69209;1.167202917;67401.94527;1.117358451;63284.73822;1.049105286;59038.453485;0.9787123305000001;24287.785335;0.40263173550000003;27854.03709;0.461751417;48765.968460000004;0.808419798;51894.631799999996;0.86028534;57227.789520000006;0.948695976
Villereversure;87743328;1250;DRG AURA BFC;C;Halte;pas de donnees;5215;5215;5776;5776;4611;4611;2045;2045;2323;2323;4444;4444;4119;4119;5214;5214;4098;4098;5430;5430;45.69345;0.000757485;34.48467;0.000571671;43.875809999999994;0.000727353;34.661385;0.0005746005;37.396260000000005;0.000619938;19.548045;0.0003240585;17.208675;0.0002852775;38.801565000000004;0.0006432345;48.60504;0.000805752;43.884225;0.0007274925
Villers-Cotterêts;87271734;2600;DRG HDF-NORMANDIE;B;Proximité;0.2;448375;560469;408057;510071;397951;497439;321562;401953;253080;316350;370900;463625;353457;441821;392138;490172;389764;487205;416589;520736;3505.596435;0.0581141655;3279.86406;0.054372078000000004;3299.84127;0.054703251;2974.340655;0.0493072515;3121.1235;0.05174055;2129.6682;0.03530466;2705.94423;0.044857899;3348.757665;0.0555141645;3433.799655;0.0569239515;3773.075625;0.0625483125
Villers-sur-Mer;87444398;14640;DRG HDF-NORMANDIE;C;Halte;pas de donnees;7353;7353;7083;7083;6722;6722;4892;4892;3706;3706;6889;6889;5775;5775;6951;6951;6601;6601;6884;6884;57.92886;0.000960318;55.547415;0.0009208395;58.492665;0.0009696645;48.596625;0.0008056125;57.970935;0.0009610155;31.18599;0.000516987;41.16618;0.000682434;56.56563;0.000937719;59.603445;0.0009880785;61.875495;0.0010257435
Vinça;87784611;66320;DRG OCCITANIE SUD;C;Halte;pas de donnees;5171;5171;8487;8487;6137;6137;3536;3536;993;993;540;540;531;531;1348;1348;1094;1094;927;927;7.800705;0.00012931650000000001;9.206010000000001;0.000152613;11.34342;0.000188046;4.4683649999999995;7.40745e-05;4.5441;7.533e-05;8.356095;0.0001385235;29.75544;0.000493272;51.642855000000004;0.0008561115000000001;71.418105;0.0011839365;43.513965;0.0007213545
Waligator Parc;87191098;57433;DRG GRAND EST;C;Halte;pas de donnees;8527;8527;7044;7044;8555;8555;6243;6243;4923;4923;7365;7365;6985;6985;5583;5583;3260;3260;6588;6588;55.438019999999995;0.000919026;27.4329;0.00045477;46.980945;0.0007788285;58.778775;0.0009744075;61.976475;0.0010274175;41.427045;0.0006867585;52.534845000000004;0.0008708985;71.990325;0.0011934225;59.27526;0.000982638;71.754705;0.0011895165
Aime - La Plagne;87741769;73210;DRG AURA BFC;C;Proximité;pas de donnees;137211;137211;123261;123261;126465;126465;60161;60161;71603;71603;105825;105825;104267;104267;106398;106398;105331;105331;101243;101243;851.959845;0.0141233985;886.360365;0.0146936745;895.3391700000001;0.014842521000000001;877.4068050000001;0.014545246500000001;890.517375;0.0147625875;602.539245;0.009988618500000001;506.254815;0.0083924595;1064.2029750000002;0.017641867500000002;1037.241315;0.0171949095;1154.630565;0.0191409345
Allée Royale;87710913;78210;DEX GIF;B;pas de donnees;pas de donnees;50743;50743;46010;46010;21783;21783;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;183.303945;0.0030387285000000003;387.17415;0.006418395;427.002345;0.0070786485000000005
Aubiat;87734111;63260;DRG AURA BFC;C;Halte;pas de donnees;8533;8533;8171;8171;7790;7790;5672;5672;5053;5053;8809;8809;7945;7945;6420;6420;4849;4849;4419;4419;37.185885;0.0006164505;40.804335;0.0006764355;54.024300000000004;0.00089559;66.857175;0.0011083275;74.127735;0.0012288555;42.520995;0.0007048935;47.729879999999994;0.000791244;65.55285;0.001086705;68.758965;0.0011398545;71.80519500000001;0.0011903535
Avesnelles;87295725;59440;DRG HDF-NORMANDIE;C;Halte;pas de donnees;2196;2196;3358;3358;4532;4532;2318;2318;2791;2791;7084;7084;6868;6868;5569;5569;4698;4698;6201;6201;52.181415;0.0008650395;39.53367;0.000655371;46.863135;0.0007768755;57.79422;0.000958086;59.61186;0.000988218;23.486265;0.0003893445;19.50597;0.000323361;38.13678;0.000632214;28.25757;0.000468441;18.47934;0.00030634200000000003
Balbigny;87726869;42510;DRG AURA BFC;C;Halte;pas de donnees;98551;98551;85385;85385;85385;85385;71325;71325;58218;58218;83759;83759;77780;77780;96801;96801;105225;105225;110115;110115;926.617725;0.0153610425;885.468375;0.0146788875;814.580415;0.0135037395;654.5187;0.01085031;704.831985;0.011684380500000001;489.90446999999995;0.008121411;600.199875;0.0099498375;718.514775;0.0119112075;718.514775;0.0119112075;829.3066650000001;0.0137478645
Ballan-Miré;87571604;37510;DRG B-CVL-PDL;C;Halte;pas de donnees;40844;40844;37300;37300;39095;39095;25746;25746;28881;28881;44366;44366;38016;38016;36096;36096;33804;33804;38356;38356;322.76574;0.005350662;284.46065999999996;0.004715658;303.74784000000005;0.005035392;319.90464000000003;0.005303232;373.33989;0.006189057;243.033615;0.0040288995000000005;216.65259;0.003591567;328.984425;0.0054537525;313.8795;0.00520335;343.70226;0.005697738
Beaucaire;87775023;30300;DRG OCCITANIE SUD;C;Halte;pas de donnees;84064;84064;56589;56589;47307;47307;34642;34642;17161;17161;6521;6521;7446;7446;9383;9383;8729;8729;9525;9525;80.152875;0.0013287375;73.454535;0.0012176955;78.95794500000001;0.0013089285;62.658089999999994;0.001038717;54.874215;0.0009096795;144.409815;0.0023939595;291.51243;0.004832559;398.088405;0.0065993265;476.196435;0.0078941655;707.3985600000001;0.011726928000000001
Beynost;87723544;1700;DRG AURA BFC;B;Halte;0.01;294449;297423;267635;270339;244377;246845;176189;177969;137011;138395;213302;215456;198025;200026;202058;204099;185736;187612;181868;183705;1530.41922;0.025370586;1562.9684399999999;0.025910172;1700.31807;0.028187091;1666.380375;0.0276244875;1794.93633;0.029755629000000002;1152.947565;0.0191130345;1482.630435;0.0245783655;2056.432455;0.0340905915;2252.148525;0.0373350825;2477.788335;0.0410756355
Biache-Saint-Vaast;87342097;62118;DRG HDF-NORMANDIE;C;Proximité;pas de donnees;79041;79041;69391;69391;63288;63288;47484;47484;37582;37582;61097;61097;57790;57790;64218;64218;59082;59082;60233;60233;506.860695;0.0084025035;497.17503;0.008241939;540.39447;0.008958411;486.30285;0.008061705;514.131255;0.0085230315;316.25253000000004;0.005242689;399.57786;0.006624018;532.56852;0.008828676;583.925265;0.0096800445;665.130015;0.0110262195
Blonville-sur-Mer - Benerville;87444380;14910;DRG HDF-NORMANDIE;C;Halte;pas de donnees;3177;3177;2996;2996;2498;2498;1864;1864;1398;1398;2404;2404;1927;1927;2020;2020;1978;1978;1977;1977;16.636455;0.0002757915;16.644869999999997;0.000275931;16.9983;0.00028179;16.215705;0.0002688165;20.22966;0.000335358;11.76417;0.000195021;15.685559999999999;0.000260028;21.02067;0.000348471;25.21134;0.00041794200000000003;26.734455;0.0004431915
Brandérion;87476242;56700;DRG B-CVL-PDL;C;Halte;pas de donnees;18657;18657;15066;15066;11356;11356;6799;6799;7003;7003;8446;8446;3550;3550;2015;2015;1601;1601;2008;2008;16.89732;0.000280116;13.472415000000002;0.0002233395;16.956225;0.0002810925;29.87325;0.000495225;71.07309;0.001178217;58.930245;0.0009769185;57.213585;0.0009484605;95.56074000000001;0.001584162;126.78039;0.002101707;156.99865499999999;0.0026026515
Brax - Léguevin;87611822;31490;DRG OCCITANIE SUD;B;Halte;0.1999999999999999;199193;248992;218967;273709;183031;228789;167990;209987;148043;185053;174997;218747;191089;238862;227273;284092;239714;299643;265796;332245;2236.67334;0.037078542;2017.19331;0.033440103;1912.502295;0.0317045835;1608.013935;0.0266569155;1472.599755;0.024412081500000002;1245.781845;0.0206519985;1413.6358500000001;0.023434605;1540.205865;0.0255328245;1842.607305;0.0305458965;1676.209095;0.027787423500000002
Bréval;87381624;78980;DEX GIF;B;IDF;pas de donnees;362272;362272;328513;328513;308723;308723;247376;247376;127358;127358;324134;324134;339493;339493;361155;361155;375428;375428;387979;387979;3264.843285;0.0541230705;3159.22662;0.052372206;3039.119325;0.0503811225;2856.833595;0.0473592735;2727.58761;0.045216693;1071.71757;0.017766441;2081.66904;0.034508952;2597.9040449999998;0.0430668585;2764.436895;0.0458275635;3048.51888;0.050536944
Brimeux;87317180;62170;DRG HDF-NORMANDIE;C;Halte;pas de donnees;4683;4683;3722;3722;2929;2929;1330;1330;380;380;152;152;3;3;451;451;514;514;1431;1431;12.041865;0.0001996245;4.32531;7.1703e-05;3.795165;6.29145e-05;0.025245;4.185e-07;1.27908;2.1204e-05;3.1976999999999998;5.301e-05;11.19195;0.000185535;24.647535;0.0004085955;31.32063;0.000519219;39.407445;0.0006532785
Briouze;87448084;61220;DRG HDF-NORMANDIE;C;Halte;pas de donnees;45439;45439;57305;57305;54629;54629;31297;31297;24431;24431;37420;37420;34356;34356;35494;35494;34775;34775;32692;32692;275.10318;0.004560534;292.631625;0.0048511125;298.68201;0.004951413;289.10573999999997;0.0047926620000000005;314.8893;0.00522009;205.586865;0.0034081245;263.364255;0.0043659315;459.703035;0.0076207455;482.22157500000003;0.0079940475;382.369185;0.0063387405
Carmaux;87615625;81400;DRG OCCITANIE SUD;C;Proximité;pas de donnees;137475;137475;140409;140409;118263;118263;87641;87641;62788;62788;84973;84973;76308;76308;96438;96438;89990;89990;100213;100213;843.292395;0.013979713500000001;757.26585;0.012553605;811.52577;0.013453101;642.13182;0.010644966;715.0477950000001;0.0118537335;528.36102;0.008758926;737.499015;0.0122259195;995.183145;0.0164976885;1181.541735;0.0195870555;1156.852125;0.0191777625
Carnoët - Locarn;87473561;22160;DRG B-CVL-PDL;C;Halte;pas de donnees;3015;3015;3913;3913;4753;4753;4297;4297;2633;2633;2557;2557;3410;3410;3273;3273;3558;3558;2918;2918;24.55497;0.000407061;29.94057;0.000496341;27.542295;0.0004565835;28.69515;0.000475695;21.517155;0.0003567015;22.156695;0.0003673035;36.159254999999995;0.0005994315;39.996495;0.0006630435;32.927895;0.0005458635;25.371225;0.0004205925
Casino Lacroix Laval;87208553;69260;DRG AURA BFC;C;Halte;pas de donnees;24956;24956;20079;20079;20337;20337;13453;13453;9241;9241;21010;21010;17487;17487;21500;21500;18331;18331;20468;20468;172.23822;0.002855286;154.25536499999998;0.0025571745;180.9225;0.00299925;147.153105;0.0024394365;176.79915;0.002930895;77.763015;0.0012891195;113.20699499999999;0.0018766935;171.13585500000002;0.0028370115;168.964785;0.0028010205;210.00474;0.003481362
Caussade;87613356;82300;DRG OCCITANIE SUD;C;Proximité;pas de donnees;182137;182137;186977;186977;155774;155774;115581;115581;77676;77676;90861;90861;81556;81556;102636;102636;99606;99606;104795;104795;881.8499250000001;0.014618902500000001;838.18449;0.013895037;863.6819399999999;0.014317722;686.29374;0.011377062;764.5953149999999;0.0126751095;653.64354;0.010835802;972.614115;0.0161235495;1310.83821;0.021730473;1573.4114550000002;0.0260832915;1532.682855;0.0254081115
